[base]
code = sf,2011-08-25 17:48:05,1,Template,,,,,00000000,
name = 61850接入规约
doc version = v1.40
tool = 1326 config tool
tool version = v1.10
last modified datetime = 2007-1-9 14:27

DIG=内部组号,内部条目号,Type,61850编号,数据类型,sfaddr,YxType,描述
17,2,0,272,BOOLEAN,040002,2,LINE2CSC326C高压侧后备保护
17,3,0,273,BOOLEAN,040003,2,LINE2CSC326C高压侧零序保护
17,4,0,274,BOOLEAN,040004,2,LINE2CSC326C过激磁保护
17,5,0,275,BOOLEAN,040005,2,LINE2CSC326C中压侧后备保护
17,6,0,276,BOOLEAN,040006,2,LINE2CSC326C中压侧零序保护
17,7,0,277,BOOLEAN,040007,2,LINE2CSC326C低压侧总后备
17,8,0,278,BOOLEAN,040008,2,LINE2CSC326C低压1分支后备
17,9,0,279,BOOLEAN,040009,2,LINE2CSC326C低压2分支后备
17,10,0,280,BOOLEAN,04000a,2,LINE2CSC326C公共绕组后备
17,11,0,281,BOOLEAN,04000b,2,LINE2CSC326C高压侧电压
17,12,0,282,BOOLEAN,04000c,2,LINE2CSC326C中压侧电压
17,13,0,283,BOOLEAN,04000d,2,LINE2CSC326C低压1分支电压
17,14,0,284,BOOLEAN,04000e,2,LINE2CSC326C低压2分支电压
17,15,0,285,BOOLEAN,04000f,2,LINE2CSC326C保护检修
17,16,0,286,BOOLEAN,040010,2,LINE2CSC326C远方修改定值
18,1,2,287,ACT,fe0001,7,LINE2CSC326C保护启动
18,2,2,288,ACT,fe0002,10,LINE2CSC326C保护复归
18,3,2,289,ACT,fe0046,8,LINE2CSC326C差动保护跳各侧
18,4,2,290,ACT,fe0047,8,LINE2CSC326C高后备跳本侧
18,5,2,291,ACT,fe0048,8,LINE2CSC326C高后备跳对侧
18,6,2,292,ACT,fe0049,8,LINE2CSC326C高后备跳各侧
18,7,2,293,ACT,fe004a,8,LINE2CSC326C中后备跳本侧
18,8,2,294,ACT,fe004b,8,LINE2CSC326C中后备跳对侧
18,9,2,295,ACT,fe004c,8,LINE2CSC326C中后备跳各侧
18,10,2,296,ACT,fe004d,8,LINE2CSC326C低绕组后备跳本侧
18,11,2,297,ACT,fe004e,8,LINE2CSC326C低绕组后备跳各侧
18,12,2,298,ACT,fe004f,8,LINE2CSC326C低1后备跳本侧
18,13,2,299,ACT,fe0050,8,LINE2CSC326C低1后备跳各侧
18,14,2,300,ACT,fe0051,8,LINE2CSC326C低2后备跳本侧
18,15,2,301,ACT,fe0052,8,LINE2CSC326C低2后备跳各侧
18,16,2,302,ACT,fe0053,8,LINE2CSC326C公绕组后备跳各侧
18,17,2,303,ACT,fe0003,1,LINE2CSC326C比率纵差A相
18,18,2,304,ACT,fe0004,1,LINE2CSC326C比率纵差B相
18,19,2,305,ACT,fe0005,1,LINE2CSC326C比率纵差C相
18,20,2,306,ACT,fe0006,8,LINE2CSC326C纵差速断A相
18,21,2,307,ACT,fe0007,8,LINE2CSC326C纵差速断B相
18,22,2,308,ACT,fe0008,8,LINE2CSC326C纵差速断C相
18,23,2,309,ACT,fe0009,8,LINE2CSC326C分相差动A相
18,24,2,310,ACT,fe000a,8,LINE2CSC326C分相差动B相
18,25,2,311,ACT,fe000b,8,LINE2CSC326C分相差动C相
18,26,2,312,ACT,fe000c,8,LINE2CSC326C分相差动速断A相
18,27,2,313,ACT,fe000d,8,LINE2CSC326C分相差动速断B相
18,28,2,314,ACT,fe000e,8,LINE2CSC326C分相差动速断C相
18,29,2,315,ACT,fe000f,8,LINE2CSC326C低小区差动A相
18,30,2,316,ACT,fe0010,8,LINE2CSC326C低小区差动B相
18,31,2,317,ACT,fe0011,8,LINE2CSC326C低小区差动C相
18,32,2,318,ACT,fe0012,8,LINE2CSC326C分侧差动A相
18,33,2,319,ACT,fe0013,8,LINE2CSC326C分侧差动B相
18,34,2,320,ACT,fe0014,8,LINE2CSC326C分侧差动C相
18,35,2,321,ACT,fe0040,1,LINE2CSC326C分差变化量A相
18,36,2,322,ACT,fe0041,1,LINE2CSC326C分差变化量B相
18,37,2,323,ACT,fe0042,1,LINE2CSC326C分差变化量C相
18,38,2,324,ACT,fe0043,1,LINE2CSC326C纵差变化量A相
18,39,2,325,ACT,fe0044,1,LINE2CSC326C纵差变化量B相
18,40,2,326,ACT,fe0045,1,LINE2CSC326C纵差变化量C相
18,41,2,327,ACT,fe0015,1,LINE2CSC326C高相间阻抗T11
18,42,2,328,ACT,fe0017,1,LINE2CSC326C高相间阻抗T21
18,43,2,329,ACT,fe0018,1,LINE2CSC326C高相间阻抗T22
18,44,2,330,ACT,fe0019,1,LINE2CSC326C高接地阻抗T11
18,45,2,331,ACT,fe001b,1,LINE2CSC326C高接地阻抗T21
18,46,2,332,ACT,fe001c,1,LINE2CSC326C高接地阻抗T22
18,47,2,333,ACT,fe0024,1,LINE2CSC326C中相间阻抗T11
18,48,2,334,ACT,fe0025,1,LINE2CSC326C中相间阻抗T12
18,49,2,335,ACT,fe0026,1,LINE2CSC326C中相间阻抗T21
18,50,2,336,ACT,fe0027,1,LINE2CSC326C中相间阻抗T22
18,51,2,337,ACT,fe0028,1,LINE2CSC326C中接地阻抗T11
18,52,2,338,ACT,fe0029,1,LINE2CSC326C中接地阻抗T12
18,53,2,339,ACT,fe002a,1,LINE2CSC326C中接地阻抗T21
18,54,2,340,ACT,fe002b,1,LINE2CSC326C中接地阻抗T22
18,55,2,341,ACT,fe001d,8,LINE2CSC326C高过流
18,56,2,342,ACT,fe001e,8,LINE2CSC326C高零序过流T11
18,57,2,343,ACT,fe0022,8,LINE2CSC326C高反时限零流
18,58,2,344,ACT,fe002c,8,LINE2CSC326C中过流
18,59,2,345,ACT,fe002d,8,LINE2CSC326C中零序过流T11
18,60,2,346,ACT,fe0032,8,LINE2CSC326C低绕组限时速断
18,61,2,347,ACT,fe0034,8,LINE2CSC326C低绕组过流T1
18,62,2,348,ACT,fe0035,8,LINE2CSC326C低绕组过流T2
18,63,2,349,ACT,fe0036,8,LINE2CSC326C低1限时速断
18,64,2,350,ACT,fe0038,8,LINE2CSC326C低1过流T1
18,65,2,351,ACT,fe0039,8,LINE2CSC326C低1过流T2
18,66,2,352,ACT,fe003a,8,LINE2CSC326C低2限时速断
18,67,2,353,ACT,fe003c,1,LINE2CSC326C低2过流T1
18,68,2,354,ACT,fe003d,1,LINE2CSC326C低2过流T2
18,69,2,355,ACT,fe003e,1,LINE2CSC326C公共绕组零序过流
18,70,2,356,ACT,fe003f,1,LINE2CSC326C公共绕组反时限
18,71,2,357,ACT,fe0023,1,LINE2CSC326C反时限过激磁
19,1,0,358,RCDMADE,010001,0,LINE2CSC326C录波完成
19,2,0,359,BOOLEAN,010004,0,LINE2CSC326C录波启动
19,3,0,360,INS,010002,0,LINE2CSC326C故障序号
19,4,0,361,INS,010003,0,LINE2CSC326C电网故障序号
255,0,3,65533,BOOLEAN,FF0100,1,事故总
255,1,3,65534,BOOLEAN,FF0200,4,告警总
255,255,3,65535,BOOLEAN,FFFF00,5,装置通讯中断
[ANA]
64,1,1,0.1,48,FLOAT32,02001f,0,65535,,LINE2CSC326CIG0
64,2,1,0.1,49,FLOAT32,02001f,0,65535,,LINE2CSC326CIG0
64,3,1,0.1,50,FLOAT32,020029,0,65535,,LINE2CSC326CUL01
64,4,1,0.1,51,FLOAT32,020029,0,65535,,LINE2CSC326CUL01
64,5,1,0.1,52,FLOAT32,02002d,0,65535,,LINE2CSC326CUL02
64,6,1,0.1,53,FLOAT32,02002d,0,65535,,LINE2CSC326CUL02
64,7,1,0.1,54,FLOAT32,020001,0,65535,,LINE2CSC326CIHA1
64,8,1,0.1,55,FLOAT32,020001,0,65535,,LINE2CSC326CIHA1
64,9,1,0.1,56,FLOAT32,020002,0,65535,,LINE2CSC326CIHB1
64,10,1,0.1,57,FLOAT32,020002,0,65535,,LINE2CSC326CIHB1
64,11,1,0.1,58,FLOAT32,020003,0,65535,,LINE2CSC326CIHC1
64,12,1,0.1,59,FLOAT32,020003,0,65535,,LINE2CSC326CIHC1
64,13,1,0.1,60,FLOAT32,020004,0,65535,,LINE2CSC326CIHA2
64,14,1,0.1,61,FLOAT32,020004,0,65535,,LINE2CSC326CIHA2
64,15,1,0.1,62,FLOAT32,020005,0,65535,,LINE2CSC326CIHB2
64,16,1,0.1,63,FLOAT32,020005,0,65535,,LINE2CSC326CIHB2
64,17,1,0.1,64,FLOAT32,020006,0,65535,,LINE2CSC326CIHC2
64,18,1,0.1,65,FLOAT32,020006,0,65535,,LINE2CSC326CIHC2
64,19,1,0.1,66,FLOAT32,020007,0,65535,,LINE2CSC326CIMA
64,20,1,0.1,67,FLOAT32,020007,0,65535,,LINE2CSC326CIMA
64,21,1,0.1,68,FLOAT32,020008,0,65535,,LINE2CSC326CIMB
64,22,1,0.1,69,FLOAT32,020008,0,65535,,LINE2CSC326CIMB
64,23,1,0.1,70,FLOAT32,020009,0,65535,,LINE2CSC326CIMC
64,24,1,0.1,71,FLOAT32,020009,0,65535,,LINE2CSC326CIMC
64,25,1,0.1,72,FLOAT32,020010,0,65535,,LINE2CSC326CILA1
64,26,1,0.1,73,FLOAT32,020010,0,65535,,LINE2CSC326CILA1
64,27,1,0.1,74,FLOAT32,020011,0,65535,,LINE2CSC326CILB1
64,28,1,0.1,75,FLOAT32,020011,0,65535,,LINE2CSC326CILB1
64,29,1,0.1,76,FLOAT32,020012,0,65535,,LINE2CSC326CILC1
64,30,1,0.1,77,FLOAT32,020012,0,65535,,LINE2CSC326CILC1
64,31,1,0.1,78,FLOAT32,020013,0,65535,,LINE2CSC326CILA2
64,32,1,0.1,79,FLOAT32,020013,0,65535,,LINE2CSC326CILA2
64,33,1,0.1,80,FLOAT32,020014,0,65535,,LINE2CSC326CILB2
64,34,1,0.1,81,FLOAT32,020014,0,65535,,LINE2CSC326CILB2
64,35,1,0.1,82,FLOAT32,020015,0,65535,,LINE2CSC326CILC2
64,36,1,0.1,83,FLOAT32,020015,0,65535,,LINE2CSC326CILC2
64,37,1,0.1,84,FLOAT32,02000d,0,65535,,LINE2CSC326CIRA
64,38,1,0.1,85,FLOAT32,02000d,0,65535,,LINE2CSC326CIRA
64,39,1,0.1,86,FLOAT32,02000e,0,65535,,LINE2CSC326CIRB
64,40,1,0.1,87,FLOAT32,02000e,0,65535,,LINE2CSC326CIRB
64,41,1,0.1,88,FLOAT32,02000f,0,65535,,LINE2CSC326CIRC
64,42,1,0.1,89,FLOAT32,02000f,0,65535,,LINE2CSC326CIRC
64,43,1,0.1,90,FLOAT32,020016,0,65535,,LINE2CSC326CIGA
64,44,1,0.1,91,FLOAT32,020016,0,65535,,LINE2CSC326CIGA
64,45,1,0.1,92,FLOAT32,020017,0,65535,,LINE2CSC326CIGB
64,46,1,0.1,93,FLOAT32,020017,0,65535,,LINE2CSC326CIGB
64,47,1,0.1,94,FLOAT32,020018,0,65535,,LINE2CSC326CIGC
64,48,1,0.1,95,FLOAT32,020018,0,65535,,LINE2CSC326CIGC
64,49,1,0.1,96,FLOAT32,020020,0,65535,,LINE2CSC326CUHA
64,50,1,0.1,97,FLOAT32,020020,0,65535,,LINE2CSC326CUHA
64,51,1,0.1,98,FLOAT32,020021,0,65535,,LINE2CSC326CUHB
64,52,1,0.1,99,FLOAT32,020021,0,65535,,LINE2CSC326CUHB
64,53,1,0.1,100,FLOAT32,020022,0,65535,,LINE2CSC326CUHC
64,54,1,0.1,101,FLOAT32,020022,0,65535,,LINE2CSC326CUHC
64,55,1,0.1,102,FLOAT32,020023,0,65535,,LINE2CSC326CUMA
64,56,1,0.1,103,FLOAT32,020023,0,65535,,LINE2CSC326CUMA
64,57,1,0.1,104,FLOAT32,020024,0,65535,,LINE2CSC326CUMB
64,58,1,0.1,105,FLOAT32,020024,0,65535,,LINE2CSC326CUMB
64,59,1,0.1,106,FLOAT32,020025,0,65535,,LINE2CSC326CUMC
64,60,1,0.1,107,FLOAT32,020025,0,65535,,LINE2CSC326CUMC
64,61,1,0.1,108,FLOAT32,020026,0,65535,,LINE2CSC326CULA1
64,62,1,0.1,109,FLOAT32,020026,0,65535,,LINE2CSC326CULA1
64,63,1,0.1,110,FLOAT32,020027,0,65535,,LINE2CSC326CULB1
64,64,1,0.1,111,FLOAT32,020027,0,65535,,LINE2CSC326CULB1
64,65,1,0.1,112,FLOAT32,020028,0,65535,,LINE2CSC326CULC1
64,66,1,0.1,113,FLOAT32,020028,0,65535,,LINE2CSC326CULC1
64,67,1,0.1,114,FLOAT32,02002a,0,65535,,LINE2CSC326CULA2
64,68,1,0.1,115,FLOAT32,02002a,0,65535,,LINE2CSC326CULA2
64,69,1,0.1,116,FLOAT32,02002b,0,65535,,LINE2CSC326CULB2
64,70,1,0.1,117,FLOAT32,02002b,0,65535,,LINE2CSC326CULB2
64,71,1,0.1,118,FLOAT32,02002c,0,65535,,LINE2CSC326CULC2
64,72,1,0.1,119,FLOAT32,02002c,0,65535,,LINE2CSC326CULC2
64,73,1,0.1,120,FLOAT32,020019,0,65535,,LINE2CSC326CIH0A
64,74,1,0.1,121,FLOAT32,020019,0,65535,,LINE2CSC326CIH0A
64,75,1,0.1,122,FLOAT32,02001a,0,65535,,LINE2CSC326CIH0B
64,76,1,0.1,123,FLOAT32,02001a,0,65535,,LINE2CSC326CIH0B
64,77,1,0.1,124,FLOAT32,02001b,0,65535,,LINE2CSC326CIH0C
64,78,1,0.1,125,FLOAT32,02001b,0,65535,,LINE2CSC326CIH0C
64,79,1,0.1,126,FLOAT32,02002e,0,65535,,LINE2CSC326CIdW1A
64,80,1,0.1,127,FLOAT32,02002f,0,65535,,LINE2CSC326CIdW1B
64,81,1,0.1,128,FLOAT32,020030,0,65535,,LINE2CSC326CIdW1C
64,82,1,0.1,129,FLOAT32,020031,0,65535,,LINE2CSC326CIdW2A
64,83,1,0.1,130,FLOAT32,020032,0,65535,,LINE2CSC326CIdW2B
64,84,1,0.1,131,FLOAT32,020033,0,65535,,LINE2CSC326CIdW2C
64,85,1,0.1,132,FLOAT32,020034,0,65535,,LINE2CSC326CIdW3A
64,86,1,0.1,133,FLOAT32,020035,0,65535,,LINE2CSC326CIdW3B
64,87,1,0.1,134,FLOAT32,020036,0,65535,,LINE2CSC326CIdW3C
64,88,1,0.1,135,FLOAT32,020037,0,65535,,LINE2CSC326CIdW5A
64,89,1,0.1,136,FLOAT32,020038,0,65535,,LINE2CSC326CIdW5B
64,90,1,0.1,137,FLOAT32,020039,0,65535,,LINE2CSC326CIdW5C
64,91,1,0.1,138,FLOAT32,02003a,0,65535,,LINE2CSC326CIdP1A
64,92,1,0.1,139,FLOAT32,02003b,0,65535,,LINE2CSC326CIdP1B
64,93,1,0.1,140,FLOAT32,02003c,0,65535,,LINE2CSC326CIdP1C
64,94,1,0.1,141,FLOAT32,02003d,0,65535,,LINE2CSC326CIdP2A
64,95,1,0.1,142,FLOAT32,02003e,0,65535,,LINE2CSC326CIdP2B
64,96,1,0.1,143,FLOAT32,02003f,0,65535,,LINE2CSC326CIdP2C
64,97,1,0.1,144,FLOAT32,020040,0,65535,,LINE2CSC326CIdP3A
64,98,1,0.1,145,FLOAT32,020041,0,65535,,LINE2CSC326CIdP3B
64,99,1,0.1,146,FLOAT32,020042,0,65535,,LINE2CSC326CIdP3C
64,100,1,0.1,147,FLOAT32,020043,0,65535,,LINE2CSC326CIdP5A
64,101,1,0.1,148,FLOAT32,020044,0,65535,,LINE2CSC326CIdP5B
64,102,1,0.1,149,FLOAT32,020045,0,65535,,LINE2CSC326CIdP5C
64,103,1,0.1,150,FLOAT32,020046,0,65535,,LINE2CSC326CIdDA
64,104,1,0.1,151,FLOAT32,020047,0,65535,,LINE2CSC326CIdDB
64,105,1,0.1,152,FLOAT32,020048,0,65535,,LINE2CSC326CIdDC
64,106,1,0.1,153,FLOAT32,020049,0,65535,,LINE2CSC326CIdYA
64,107,1,0.1,154,FLOAT32,02004a,0,65535,,LINE2CSC326CIdYB
64,108,1,0.1,155,FLOAT32,02004b,0,65535,,LINE2CSC326CIdYC
64,109,1,0.1,156,FLOAT32,020064,0,65535,,LINE2CSC326CV/F
64,110,1,0.1,157,FLOAT32,020065,0,65535,,LINE2CSC326CF
64,111,1,0.1,158,FLOAT32,fec801,0,65535,,LINE2CSC326C装置温度
[CTRL]
128,1,8,0,SPC,060100,LINE2CSC326C差动保护
128,2,9,0,SPC,060200,LINE2CSC326C高压侧后备保护
128,3,10,0,SPC,060300,LINE2CSC326C高压侧零序保护
128,4,11,0,SPC,060400,LINE2CSC326C过激磁保护
128,5,12,0,SPC,060500,LINE2CSC326C中压侧后备保护
128,6,13,0,SPC,060600,LINE2CSC326C中压侧零序保护
128,7,14,0,SPC,060700,LINE2CSC326C低压侧总后备
128,8,15,0,SPC,060800,LINE2CSC326C低压1分支后备
128,9,16,0,SPC,060900,LINE2CSC326C低压2分支后备
128,10,17,0,SPC,060a00,LINE2CSC326C公共绕组后备
128,11,18,0,SPC,060b00,LINE2CSC326C高压侧电压
128,12,19,0,SPC,060c00,LINE2CSC326C中压侧电压
128,13,20,0,SPC,060d00,LINE2CSC326C低压1分支电压
128,14,21,0,SPC,060e00,LINE2CSC326C低压2分支电压
128,15,22,0,SPC,060f00,LINE2CSC326C保护检修
128,16,23,0,SPC,061000,LINE2CSC326C远方修改定值
[RELA_DIG_CTRL]
128,1,17,1,LINE2CSC326C差动保护
128,2,17,2,LINE2CSC326C高压侧后备保护
128,3,17,3,LINE2CSC326C高压侧零序保护
128,4,17,4,LINE2CSC326C过激磁保护
128,5,17,5,LINE2CSC326C中压侧后备保护
128,6,17,6,LINE2CSC326C中压侧零序保护
128,7,17,7,LINE2CSC326C低压侧总后备
128,8,17,8,LINE2CSC326C低压1分支后备
128,9,17,9,LINE2CSC326C低压2分支后备
128,10,17,10,LINE2CSC326C公共绕组后备
128,11,17,11,LINE2CSC326C高压侧电压
128,12,17,12,LINE2CSC326C中压侧电压
128,13,17,13,LINE2CSC326C低压1分支电压
128,14,17,14,LINE2CSC326C低压2分支电压
128,15,17,15,LINE2CSC326C保护检修
128,16,17,16,LINE2CSC326C远方修改定值
[SET]
144,0,1,0
145,0,1,1
[ZONE]
208,0,1,0
[SET_ELEMENT]
144,1,16,1,0,0,1000,0.01,5,2,A,LINE2CSC326C高压侧二次额定电流
144,1,16,2,0,0,1000,0.01,5,2,A,LINE2CSC326C中压侧二次额定电流
144,1,16,3,0,0,1000,0.01,5,2,A,LINE2CSC326C低1分支二次额定电流
144,1,16,4,0,0,1000,0.01,5,2,A,LINE2CSC326C低2分支二次额定电流
144,1,16,5,0,0,1000,0.01,5,2,A,LINE2CSC326C低套管二次额定电流
144,1,16,6,0,0,1000,0.01,5,2,,LINE2CSC326C纵差差动中压侧Kp
144,1,16,7,0,0,1000,0.01,5,2,,LINE2CSC326C纵差差动低1分支Kp
144,1,16,8,0,0,1000,0.01,5,2,,LINE2CSC326C纵差差动低2分支Kp
144,1,16,9,0,0,1000,0.01,5,2,,LINE2CSC326C分相差动中压侧Kp
144,1,16,10,0,0,1000,0.01,5,2,,LINE2CSC326C分相差动低套管Kp
144,1,16,11,0,0,1000,0.01,5,2,,LINE2CSC326C低小区差动低1分支Kp
144,1,16,12,0,0,1000,0.01,5,2,,LINE2CSC326C低小区差动低2分支Kp
